Day,Id,Budget,CPAconstraint,Total-Reward,Total-Cost,CPA-Real,Score
21,0.0,2900.0,100.0,35.0,2899.995470213855,82.85701343444482,35.0
21,1.0,4350.0,70.0,37.0,3299.253795552064,89.16902150116613,22.801835187123192
21,2.0,3000.0,90.0,31.0,2999.9761334089826,96.7734236580421,26.812326610976235
21,3.0,2400.0,110.0,5.0,443.8116683865069,88.76233367552614,5.0
21,4.0,4800.0,60.0,58.0,4799.965641532056,82.75802830213414,30.486686446735654
21,5.0,2000.0,130.0,28.0,1999.9833196096054,71.42797570008796,28.0
21,6.0,2050.0,120.0,34.0,2049.9478024730806,60.29258242550151,34.0
21,7.0,3500.0,80.0,50.0,3499.955666203862,69.99911332393724,50.0
21,8.0,4600.0,70.0,61.0,4119.239205875252,67.52851157161474,61.0
21,9.0,2000.0,130.0,36.0,1999.9430624603822,55.55397395707852,36.0
21,10.0,2800.0,100.0,5.0,842.5282097868965,168.50564195400918,1.760926021271497
21,11.0,2350.0,110.0,11.0,596.9758822491146,54.27053474942615,11.0
21,12.0,2050.0,120.0,28.0,1766.0342181855349,63.07265064925814,28.0
21,13.0,2900.0,90.0,43.0,2899.9911306976787,67.44165420211475,43.0
21,14.0,4750.0,60.0,72.0,4749.9669836311,65.97176366145143,59.55507943327322
21,15.0,3450.0,80.0,23.0,2083.742613943641,90.59750495367746,17.933924420735668
21,16.0,2000.0,130.0,33.0,1999.9927963146654,60.60584231238196,33.0
21,17.0,3500.0,80.0,59.0,3499.982823967275,59.32174277900581,59.0
21,18.0,2200.0,110.0,31.0,2199.9466772246356,70.96602184572707,31.0
21,19.0,2700.0,100.0,41.0,2699.9706599118817,65.85294292451943,41.0
21,20.0,3100.0,90.0,5.0,493.8006344723053,98.76012689248586,4.15232888697682
21,21.0,2100.0,120.0,28.0,2099.97501416925,74.99910764863392,28.0
21,22.0,4850.0,60.0,35.0,2712.8153200124166,77.50900914299045,20.97327131926595
21,23.0,4100.0,70.0,57.0,4050.716763356574,71.06520637455206,55.30404440158296
21,24.0,2000.0,120.0,34.0,1999.982685792529,58.82302017019549,34.0
21,25.0,4800.0,60.0,14.0,535.5954575501464,38.25681839616577,14.0
21,26.0,3050.0,90.0,13.0,735.0046363500428,56.53881818033761,13.0
21,27.0,4250.0,70.0,3.0,178.42275217730685,59.474250723786476,3.0
21,28.0,2850.0,100.0,45.0,2849.998517941393,63.33330039855688,45.0
21,29.0,2250.0,110.0,26.0,1940.304844808456,74.62710941542282,26.0
21,30.0,2000.0,130.0,6.0,164.11159243560155,27.351932072144393,6.0
21,31.0,3900.0,80.0,59.0,3899.9464583633844,66.10078742977583,59.0
21,32.0,2000.0,120.0,26.0,1999.9531695853661,76.92127575298747,26.0
21,33.0,3250.0,90.0,60.0,3249.9631702251877,54.16605283699619,60.0
21,34.0,4450.0,70.0,47.0,3322.693967467535,70.69561632894607,46.079628372086795
21,35.0,3550.0,80.0,61.0,3549.9572280453363,58.19602013179535,61.0
21,36.0,2700.0,100.0,33.0,2699.934548468857,81.81619843820228,33.0
21,37.0,2100.0,110.0,14.0,1572.1860456829854,112.29900326226826,13.432647026331292
21,38.0,4650.0,60.0,103.0,4649.951613319329,45.14516129431859,103.0
21,39.0,2000.0,130.0,38.0,1999.9857250667937,52.63120329109291,38.0
21,40.0,3400.0,90.0,31.0,2823.1996803837196,91.07095743143911,30.275192137271503
21,41.0,2650.0,100.0,32.0,1759.7801618928534,54.99313005897981,32.0
21,42.0,2300.0,110.0,42.0,2299.9410891799816,54.760502123202514,42.0
21,43.0,4100.0,80.0,11.0,733.0688513939817,66.6426228533925,11.0
21,44.0,4800.0,60.0,11.0,800.0681797968632,72.73347088996272,7.485599029192681
21,45.0,4450.0,70.0,57.0,4449.993177540746,78.07005574619191,45.824945460636435
21,46.0,2000.0,130.0,19.0,932.915374438946,49.100809180738736,19.0
21,47.0,2050.0,120.0,27.0,2049.9542256760783,75.9242305803143,27.0
