Day,Id,Budget,CPAconstraint,Total-Reward,Total-Cost,CPA-Real,Score
21,0.0,2900.0,100.0,38.0,2361.3274163422193,62.14019516673698,38.0
21,1.0,4350.0,70.0,40.0,3689.136163811338,92.22840409505288,23.04234548205478
21,2.0,3000.0,90.0,39.0,2953.317125725876,75.72608014662316,39.0
21,3.0,2400.0,110.0,12.0,1193.1665450306114,99.43054541838903,12.0
21,4.0,4800.0,60.0,38.0,3298.894642148516,86.8130168984167,18.151662145599314
21,5.0,2000.0,130.0,7.0,821.6459090569404,117.3779870064575,7.0
21,6.0,2050.0,120.0,38.0,2049.9821496214563,53.94689867410688,38.0
21,7.0,3500.0,80.0,52.0,3499.9890951822895,67.30748259952998,52.0
21,8.0,4600.0,70.0,52.0,3613.5539908542423,69.49142290090948,52.0
21,9.0,2000.0,130.0,29.0,1999.9890201856747,68.96513862685443,29.0
21,10.0,2800.0,100.0,6.0,602.6123294115746,100.43538823358851,5.9480926551237365
21,11.0,2350.0,110.0,8.0,589.7852377724212,73.7231547206311,8.0
21,12.0,2050.0,120.0,9.0,954.0597643558956,106.00664048281055,9.0
21,13.0,2900.0,90.0,42.0,2899.962948517858,69.0467368693084,42.0
21,14.0,4750.0,60.0,69.0,4749.992751903761,68.84047466517212,52.41600040781318
21,15.0,3450.0,80.0,20.0,1203.8304110179984,60.191520550598966,20.0
21,16.0,2000.0,130.0,30.0,1999.9886791341985,66.66628930425107,30.0
21,17.0,3500.0,80.0,45.0,3499.930407779744,77.77623128382147,45.0
21,18.0,2200.0,110.0,39.0,2070.339897525134,53.08563839794424,39.0
21,19.0,2700.0,100.0,30.0,2323.33306736236,77.44443557848719,30.0
21,20.0,3100.0,90.0,16.0,1152.9883893925128,72.06177433658166,16.0
21,21.0,2100.0,120.0,34.0,2099.9914760254655,61.76445517703791,34.0
21,22.0,4850.0,60.0,46.0,4849.9759841356545,105.43426052445894,14.896931460954939
21,23.0,4100.0,70.0,62.0,4099.967829684625,66.12851338190342,62.0
21,24.0,2000.0,120.0,31.0,1982.5064141102391,63.95181980980142,31.0
21,25.0,4800.0,60.0,41.0,3704.9985755031016,90.36581891448938,18.074986444006765
21,26.0,3050.0,90.0,33.0,2386.9616945212456,72.33217256103067,33.0
21,27.0,4250.0,70.0,32.0,3279.235962659887,102.47612383280122,14.931405111847234
21,28.0,2850.0,100.0,46.0,2849.940802490937,61.95523483662482,46.0
21,29.0,2250.0,110.0,24.0,1879.6522060458947,78.31884191825262,24.0
21,30.0,2000.0,130.0,7.0,473.0312183274673,67.57588833152995,7.0
21,31.0,3900.0,80.0,63.0,3899.9959582902557,61.90469775054071,63.0
21,32.0,2000.0,120.0,35.0,1999.9789336689137,57.142255247519984,35.0
21,33.0,3250.0,90.0,53.0,3249.9545229694654,61.31989665968553,53.0
21,34.0,4450.0,70.0,54.0,3785.2356843070847,70.09695711666805,53.850719244927355
21,35.0,3550.0,80.0,50.0,3549.9929558613867,70.99985911708573,50.0
21,36.0,2700.0,100.0,34.0,2699.9821084369223,79.41123848320532,34.0
21,37.0,2100.0,110.0,23.0,838.5542576281855,36.45888076628433,23.0
21,38.0,4650.0,60.0,74.0,4649.961372585383,62.837315845663504,67.46817605854481
21,39.0,2000.0,130.0,13.0,947.1821138554512,72.86016260370502,13.0
21,40.0,3400.0,90.0,14.0,523.3489607371143,37.38206862381258,14.0
21,41.0,2650.0,100.0,25.0,1612.3264956963235,64.49305982759498,25.0
21,42.0,2300.0,110.0,31.0,2299.984365758488,74.19304405648609,31.0
21,43.0,4100.0,80.0,20.0,1198.4971806073427,59.924859030067516,20.0
21,44.0,4800.0,60.0,26.0,1790.9232955429575,68.88166521292575,19.727341988585138
21,45.0,4450.0,70.0,41.0,2626.689003377276,64.06558544806998,41.0
21,46.0,2000.0,130.0,19.0,974.6863538198627,51.29928177972278,19.0
21,47.0,2050.0,120.0,25.0,1762.597048519497,70.50388194049788,25.0
Day,Id,Budget,CPAconstraint,Total-Reward,Total-Cost,CPA-Real,Score
21,0.0,2900.0,100.0,36.0,2721.908651051281,75.60857364010334,36.0
21,1.0,4350.0,70.0,41.0,4111.738379311452,100.28630193418105,19.975456029600416
21,2.0,3000.0,90.0,32.0,2958.883397319095,92.46510616593275,30.3165133175084
21,3.0,2400.0,110.0,18.0,1800.5078442284673,100.02821356769248,18.0
21,4.0,4800.0,60.0,48.0,4744.128072657284,98.8360015134875,17.689412256688435
21,5.0,2000.0,130.0,14.0,1573.868441079334,112.41917436200657,14.0
21,6.0,2050.0,120.0,32.0,2049.9697014955996,64.06155317153728,32.0
21,7.0,3500.0,80.0,51.0,3499.921307782782,68.62590799560627,51.0
21,8.0,4600.0,70.0,41.0,4132.842972396627,100.80104810698896,19.771965367717755
21,9.0,2000.0,130.0,29.0,1966.2880226821328,67.80303526466733,29.0
21,10.0,2800.0,100.0,24.0,1642.998227591236,68.45825948268293,24.0
21,11.0,2350.0,110.0,25.0,2134.016946052397,85.36067784175445,25.0
21,12.0,2050.0,120.0,27.0,1873.279363228149,69.38071715634115,27.0
21,13.0,2900.0,90.0,42.0,2642.954350349611,62.927484531983765,42.0
21,14.0,4750.0,60.0,71.0,4749.9751559214355,66.9010585340105,57.10772646907646
21,15.0,3450.0,80.0,24.0,2938.0756285613643,122.41981785621344,10.24914784002616
21,16.0,2000.0,130.0,32.0,1832.1956108159184,57.25611283781852,32.0
21,17.0,3500.0,80.0,47.0,3499.960480252641,74.46724426053605,47.0
21,18.0,2200.0,110.0,23.0,2199.9483337413453,95.64992755355567,23.0
21,19.0,2700.0,100.0,26.0,2455.0450945926054,94.42481133012166,26.0
21,20.0,3100.0,90.0,22.0,2564.935598340845,116.58798174223574,13.109922705064852
