Day,Id,Budget,CPAconstraint,Total-Reward,Total-Cost,CPA-Real,Score
21,0.0,2900.0,100.0,25.0,1403.9782288949277,56.15912915557248,25.0
21,1.0,4350.0,70.0,28.0,2077.8911196593585,74.21039713042634,24.912918082969128
21,2.0,3000.0,90.0,26.0,1410.4498892390034,54.24807266282995,26.0
21,3.0,2400.0,110.0,7.0,1169.7866115789825,167.11237308032446,3.032956611084204
21,4.0,4800.0,60.0,26.0,2252.3762627438427,86.62985625904538,12.47213092437833
21,5.0,2000.0,130.0,10.0,893.788147458765,89.37881474498272,10.0
21,6.0,2050.0,120.0,21.0,969.4788059109444,46.165657424110854,21.0
21,7.0,3500.0,80.0,38.0,1708.2205169038232,44.95317149735073,38.0
21,8.0,4600.0,70.0,32.0,2299.950946830207,71.87346708821937,30.35350643322536
21,9.0,2000.0,130.0,20.0,999.9939896687351,49.99969948318676,20.0
21,10.0,2800.0,100.0,12.0,1399.9807020989463,116.66505850727332,8.816569588051085
21,11.0,2350.0,110.0,8.0,1174.9228536751739,146.86535670756092,4.487832387439319
21,12.0,2050.0,120.0,25.0,1024.9973637649375,40.9998945504335,25.0
21,13.0,2900.0,90.0,14.0,1449.997920513165,103.57128003591484,10.571445303902385
21,14.0,4750.0,60.0,31.0,2374.993595109898,76.61269661620118,19.013527481886026
21,15.0,3450.0,80.0,21.0,1724.9620574454757,82.14105035415533,19.91951521861849
21,16.0,2000.0,130.0,18.0,999.9507263048605,55.55281812773919,18.0
21,17.0,3500.0,80.0,27.0,1749.9777880948445,64.81399215142086,27.0
21,18.0,2200.0,110.0,18.0,1099.9711060855889,61.10950589330434,18.0
21,19.0,2700.0,100.0,18.0,1349.9592905432298,74.99773836309612,18.0
21,20.0,3100.0,90.0,25.0,1549.9910367047225,61.999641467940904,25.0
21,21.0,2100.0,120.0,20.0,1049.936960871885,52.496848043331774,20.0
21,22.0,4850.0,60.0,31.0,2424.949447955209,78.22417574023828,18.23820963774153
21,23.0,4100.0,70.0,24.0,2049.9856184497235,85.41606743504926,16.118631867179502
21,24.0,2000.0,120.0,14.0,999.9826239438255,71.42733028119163,14.0
21,25.0,4800.0,60.0,30.0,2399.952984484001,79.9984328158667,16.875661175192416
21,26.0,3050.0,90.0,14.0,1524.9938588627417,108.92813277513207,9.55724977659058
21,27.0,4250.0,70.0,20.0,2124.9567274202827,106.2478363704829,8.681322419982237
21,28.0,2850.0,100.0,13.0,1424.9916899964014,109.61474538349538,10.819455213163074
21,29.0,2250.0,110.0,11.0,1124.9800686028025,102.27091532659776,11.0
21,30.0,2000.0,130.0,12.0,999.9604957530925,83.33004131206329,12.0
21,31.0,3900.0,80.0,26.0,1949.9824041124207,74.99932323480465,26.0
21,32.0,2000.0,120.0,17.0,999.9813149920833,58.82243029330595,17.0
21,33.0,3250.0,90.0,36.0,1624.99706957626,45.13880748810406,36.0
21,34.0,4450.0,70.0,21.0,2224.9702680323167,105.95096514389151,9.166542162309938
21,35.0,3550.0,80.0,27.0,1774.9948545296031,65.7405501675196,27.0
21,36.0,2700.0,100.0,15.0,1349.9498268762034,89.99665512448024,15.0
21,37.0,2100.0,110.0,12.0,1049.9768499685683,87.49807082998488,12.0
21,38.0,4650.0,60.0,28.0,2324.959556629056,83.03426987931259,14.619946708868195
21,39.0,2000.0,130.0,17.0,999.9764561865717,58.82214448121703,17.0
21,40.0,3400.0,90.0,13.0,1699.9750082592186,130.7673083266263,6.157862713429075
21,41.0,2650.0,100.0,21.0,1324.9785435009785,63.09421635688901,21.0
21,42.0,2300.0,110.0,15.0,1149.990523172281,76.66603487764095,15.0
21,43.0,4100.0,80.0,22.0,2049.9394752731732,93.17906705744798,16.216829070691254
21,44.0,4800.0,60.0,18.0,2399.98848340244,133.33269352161707,3.645034981951916
21,45.0,4450.0,70.0,20.0,2224.9761277168113,111.24880638528433,7.91836206066035
21,46.0,2000.0,130.0,17.0,999.9363408015455,58.8197847526861,17.0
21,47.0,2050.0,120.0,9.0,1024.9847870200608,113.88719855651912,9.0
21,0.0,2900.0,100.0,46.0,2858.174946581928,62.13423796903727,46.0
21,1.0,4350.0,70.0,42.0,4253.361463727598,101.27051104089216,20.06685753025414
21,2.0,3000.0,90.0,47.0,2927.3510035024697,62.28406390417534,47.0
21,3.0,2400.0,110.0,22.0,2348.9791014346088,106.77177733745144,22.0
21,4.0,4800.0,60.0,47.0,4661.3357016684695,99.17735535443727,17.20185617177338
21,5.0,2000.0,130.0,20.0,1895.0232067588756,94.75116033747004,20.0
21,6.0,2050.0,120.0,44.0,2019.7767505066051,45.90401705686397,44.0
21,7.0,3500.0,80.0,61.0,3443.691858757924,56.45396489757834,61.0
21,8.0,4600.0,70.0,53.0,4599.999471510666,86.79244285852805,34.475305653285
21,9.0,2000.0,130.0,39.0,1999.973515330974,51.281372187842194,39.0
21,10.0,2800.0,100.0,28.0,2799.9579457774175,99.99849806312207,28.0
21,11.0,2350.0,110.0,27.0,2349.9141512702745,87.03385745413227,27.0
21,12.0,2050.0,120.0,26.0,2049.9765014603877,78.8452500558655,26.0
21,13.0,2900.0,90.0,41.0,2899.9657184414846,70.7308711813271,41.0
21,14.0,4750.0,60.0,55.0,4749.987346197306,86.36340629433944,26.546401824681844
21,15.0,3450.0,80.0,30.0,3449.9392531374083,114.99797510419695,14.5184696838906
21,16.0,2000.0,130.0,19.0,1999.9370989287534,105.25984731148566,19.0
21,17.0,3500.0,80.0,41.0,3499.939971640959,85.3643895520103,36.008941287751654
